name,hex,l,a,b,flag
Koi Pond,#797f63,0.58354855,-0.019289419,0.03700146,false
Koji Orange,#f6ad49,0.8000445,0.045035988,0.13444966,false
Koke Moss,#8b7d3a,0.58806175,-0.01192081,0.08830577,false
Kokiake Brown,#7b3b3a,0.4350215,0.08274007,0.03404799,false
Kokimurasaki Purple,#3a243b,0.29753995,0.041483387,-0.02876763,false
Kokoda,#7b785a,0.56715554,-0.009814739,0.042802095,false
Kokushoku Black,#171412,0.19404417,0.003522262,0.0052194446,false
Kolibri Blue,#00477a,0.3891757,-0.038937837,-0.09835911,false
Komatsuna Green,#7b8d42,0.61202276,-0.05254586,0.08848083,false
Kombu,#7e726d,0.5615604,0.012124211,0.011731416,false
Kombu Green,#3a4032,0.36134198,-0.014695033,0.01986432,false
Kombucha,#d89f66,0.7444463,0.04195547,0.090990245,true
Kommando Khaki,#9d907e,0.6597155,0.0072618127,0.029276371,false
Komodo Dragon,#b38052,0.6405865,0.041206524,0.07832241,true
Komorebi,#bbc5b2,0.8103517,-0.018182665,0.021768093,false
Kon,#192236,0.25375804,-0.003394395,-0.040082946,false
Kona,#574b50,0.4265687,0.017638773,-0.0028532445,false
Konjō Blue,#003171,0.3278491,-0.025291786,-0.118385404,false
Konkikyō Blue,#191f45,0.25693348,0.004461646,-0.07096091,false
Koopa Green Shell,#58d854,0.7830408,-0.16457978,0.12483591,true
Kopi Luwak,#833d3e,0.4514725,0.0903648,0.034345508,false
Kōrainando Green,#203838,0.3211166,-0.028836831,-0.008139312,false
Koral Kicks,#f2d1c3,0.88472587,0.029924989,0.029239118,false
Korean Mint,#5d7d61,0.5568619,-0.04791777,0.029830933,false
Korichnewyi Brown,#8d4512,0.47375903,0.07303348,0.08821815,false
Korila,#d7e9c8,0.9118704,-0.03133005,0.036326766,false
Korma,#804e2c,0.47410077,0.049321458,0.06675458,false
Koromiko,#feb552,0.82437176,0.04448709,0.13425219,true
Kōrozen,#592b1f,0.34810606,0.057759687,0.041389346,false
Kosher Khaki,#888877,0.62182105,-0.007295072,0.023713589,true
Kournikova,#f9d054,0.87079024,-0.0014407337,0.14629048,false
Kōwhai Yellow,#e1b029,0.7809464,0.008503675,0.14920747,false
Kowloon,#e1d956,0.86752266,-0.040938973,0.14462149,false
Kraft Paper,#d5b59c,0.7944927,0.025255144,0.043693602,false
Krameria,#cd48a9,0.6153897,0.18563151,-0.06714216,false
Krasnyi Red,#eb2e28,0.60932446,0.19703005,0.1055592,false
Kremlin Red,#633639,0.39014095,0.0618795,0.01799956,false
Krieg Khaki,#c0bd81,0.7864981,-0.021392763,0.076366544,false
Krishna Blue,#01abfd,0.70841455,-0.07996678,-0.1442514,false
Kriss Me Not Fuchsia,#ea27c2,0.6464307,0.2449812,-0.09549099,false
Krypton,#b8c0c3,0.8024285,-0.0073126256,-0.00660336,false
Krypton Green,#83890e,0.60496867,-0.050878108,0.12078944,false
Kryptonite Green,#439946,0.6103584,-0.11797945,0.08525854,true
KSU Purple,#512888,0.38696492,0.07249731,-0.13293597,false
KU Crimson,#e8000d,0.58500725,0.2106867,0.11360207,false
Kuchinashi Yellow,#ffdb4f,0.8977134,-0.012033522,0.15703797,false
Kul Sharif Blue,#87d3f8,0.83069783,-0.058297396,-0.07042593,false
Kumera,#886221,0.5234963,0.020995378,0.09140277,false
Kumquat,#fb9942,0.7698747,0.07985309,0.13089508,false
Kundalini Bliss,#d2ccda,0.8542003,0.011649221,-0.01649946,false
Kung Fu,#643b42,0.4038067,0.057861716,0.009116679,false
Kunzite,#ddb6c6,0.8151393,0.04895121,-0.00716275,false
Kurenai Red,#d7003a,0.55655706,0.21077816,0.073688775,false
Kuretake Black Manga,#001122,0.17237364,-0.017936096,-0.040850863,false
Kuri Black,#554738,0.40790635,0.011097446,0.028519988,false
Kuro Brown,#583822,0.37318128,0.033115163,0.046507657,false
Kuro Green,#1b2b1b,0.26941526,-0.029526137,0.02107124,false
Kurobeni,#23191e,0.22781265,0.017780997,-0.0040640235,false
Kuroi Black,#14151d,0.19847569,0.0025868937,-0.01589398,false
Kurumizome Brown,#9f7462,0.5974117,0.043985784,0.04202947,false
Kuta Surf,#5789a5,0.6056775,-0.040288955,-0.055589885,false
Kuwanomi Purple,#55295b,0.3616303,0.077735126,-0.05925405,false
Kuwazome Red,#59292c,0.34750718,0.06742552,0.021335363,false
Kvass,#c7610f,0.6053944,0.09647989,0.11882216,false
Kyanite,#1560fb,0.5510205,-0.031615317,-0.2388942,false
Kyo Purple,#9d5b8b,0.56227434,0.099089056,-0.040264845,false
Kyoto,#bee3ea,0.8915137,-0.034384966,-0.020137906,false
Kyoto House,#503000,0.340689,0.025427677,0.0693495,false
Kyoto Pearl,#dfd6d1,0.8818738,0.00755617,0.009432018,false
Kyuri Green,#4b5d16,0.4482597,-0.052506313,0.08135328,false
La Grange,#7a7a60,0.5722219,-0.011520281,0.036429226,false
Là Jiāo Hóng Red,#fc2647,0.6384762,0.22438206,0.08546466,false
La La Lavender,#a3498a,0.542519,0.13355485,-0.05030963,false
La La Love,#bf90bb,0.7118617,0.069775075,-0.041507065,true
La Luna,#ffffe5,0.9932119,-0.00989303,0.032359064,true
La Luna Amarilla,#fddfa0,0.9140866,0.0071316063,0.086203754,false
La Minute,#f5e5dc,0.93221664,0.013275683,0.01669842,false
La Palma,#428929,0.5634575,-0.11166726,0.097988665,true
La Paz Siesta,#c1e5ea,0.8976448,-0.03414464,-0.017216563,false
La Pineta,#577e88,0.56785977,-0.03754291,-0.026754498,false
La Rioja,#bac00e,0.77713203,-0.06367445,0.15742701,false
La Salle Green,#087830,0.5006513,-0.11991078,0.07421845,false
La Terra,#ea936e,0.7445529,0.08487889,0.08085209,false
LA Vibes,#eeccdd,0.8788315,0.0428378,-0.010358453,true
La Vie en Rose,#d2a5a3,0.7624632,0.04977727,0.019456923,true
La-De-Dah,#c3b1be,0.7795123,0.024751216,-0.011237025,false
Labrador,#f2ecd9,0.9426941,-0.0010864735,0.025931656,true
Labrador’s Locks,#d6c575,0.820207,-0.013660818,0.1016413,false
Labradorite,#657b83,0.5681655,-0.021219045,-0.019037902,false
Labradorite Green,#547d80,0.5606899,-0.04247591,-0.016925335,false
Labyrinth Walk,#c9a487,0.74475324,0.029836386,0.0512383,false
Lace Cap,#ebeaed,0.9386727,0.0021566153,-0.003530085,false
Lace Veil,#ecebea,0.94055915,0.0006520748,0.0015976429,false
Lace Wisteria,#c2bbc0,0.7992601,0.009494871,-0.004322231,false
Laced Green,#ccee99,0.90491396,-0.0683656,0.09296101,false
Lacewing,#d7e3ca,0.90000194,-0.02213642,0.028197706,false
Lacey,#caaeab,0.77430695,0.029809862,0.013982058,false
Lacquer Green,#1b322c,0.29589382,-0.031173915,0.0024130195,false
Lacquer Mauve,#f0cfe1,0.8874228,0.04199791,-0.012030721,false
Lacquered Liquorice,#383838,0.34069705,1.4901161e-8,0.0,true
Lacrosse,#2e5c58,0.44086757,-0.050644964,-0.007239729,true
Lacustral,#19504c,0.3943997,-0.05646558,-0.008269161,false
Lacy Mist,#a78490,0.6500723,0.045707613,-0.003232479,false
Laddu Orange,#ff8e13,0.75411916,0.09249668,0.1497432,false
Ladoga Bottom,#d9ded8,0.89505625,-0.007489592,0.0061708093,false
Lady Anne,#fde2de,0.9337093,0.026866585,0.014138043,false
Lady Banksia,#fde5a7,0.9271013,0.0009967089,0.08303374,false
Lady Fern,#8fa174,0.68301445,-0.038929403,0.053949177,false
Lady Fingers,#ccbbc0,0.80769956,0.020383328,-0.00080257654,false
Lady Flower,#d0a4ae,0.7616697,0.05332771,0.003029883,false
Lady Guinevere,#caa09e,0.74361897,0.046654373,0.018392801,false
Lady in Red,#b34b47,0.5483024,0.124024406,0.057372957,false
Lady Luck,#47613c,0.46132997,-0.047733158,0.044927984,false
Lady Nicole,#d6d6cd,0.8735744,-0.0034911036,0.011674583,false
Lady of the Night,#05498b,0.40732795,-0.03474924,-0.120639205,false
Lady of the Sea,#0000cc,0.3820521,-0.027433395,-0.26331055,false
Lady’s Cushions Pink,#c99bb0,0.73845774,0.06027189,-0.011063933,false
Lady’s Slipper,#e3e3ea,0.9178574,0.0026313066,-0.009050667,false
Ladybug,#bd474e,0.5600353,0.14278,0.05197808,false
Ladylike,#ffc3bf,0.86994755,0.063896954,0.027077079,false
Laelia Pink,#f5c8dd,0.8777748,0.056412607,-0.011376202,false
Lager,#f6f513,0.94012743,-0.06728169,0.1907419,false
Lago Blue,#1fb4c3,0.70512867,-0.10397473,-0.050358057,false
Lagoon,#4b9b93,0.6368754,-0.07908583,-0.0093663335,true
Lagoon Mirror,#eaedee,0.94409966,-0.0026979446,-0.0022265315,false
Lagoon Moss,#8b7e64,0.5977922,0.0039266944,0.04062289,false
Lagoon Rock,#43bcbe,0.73002154,-0.10087821,-0.030204892,false
Lagoona Teal,#76c6d3,0.7799088,-0.070540816,-0.038980067,false
Laguna,#36a5c9,0.67544407,-0.07931927,-0.076589406,true
Laguna Beach,#e9d7c0,0.8877598,0.010093778,0.035273015,false
Laguna Blue,#5a7490,0.5494199,-0.01768756,-0.050451487,false
Lahar,#5f5855,0.46606725,0.007337883,0.0072784424,false
Lahmian Medium,#e2dad1,0.89222807,0.004927039,0.014207244,false
Lahn Yellow,#fff80a,0.95361334,-0.06178862,0.19458103,false
Laid Back Grey,#b3afa7,0.754995,0.0011470616,0.01210016,false
Laird,#79853c,0.5904895,-0.045256957,0.0877547,false
Lake,#92cdcc,0.8078329,-0.058517307,-0.015342534,false
Lake Baikal,#155084,0.422552,-0.036147833,-0.098088115,false
Lake Blue,#009eaf,0.639706,-0.09695643,-0.052017987,false
Lake Bluff Putty,#d9cfb5,0.8557163,0.00034549832,0.0366714,false
Lake Breeze,#aed4d2,0.8420357,-0.039215058,-0.008672118,false
Lake Forest,#96b4b1,0.7466102,-0.032614797,-0.0051931143,false
Lake Green,#2e8b57,0.5685264,-0.10754658,0.050266087,false
Lake Lucerne,#689db7,0.6686336,-0.043488055,-0.052387178,true
Lake Placid,#aeb9bc,0.77806824,-0.0105294585,-0.0076063275,false
Lake Red,#b74a70,0.5633268,0.14559421,0.0029741824,false
Lake Reflection,#9dd8db,0.8430857,-0.056618065,-0.020641446,false
Lake Retba Pink,#ee55ee,0.7082725,0.21213308,-0.13345629,false
Lake Stream,#3e6b83,0.5054037,-0.037528247,-0.050152183,false
Lake Tahoe Turquoise,#34b1b2,0.69508463,-0.101620525,-0.028741598,false
Lake Thun,#44bbdd,0.739793,-0.08679095,-0.07445574,false
Lake View,#2e4967,0.39784956,-0.018819138,-0.05781105,false
Lake Water,#86aba5,0.7121684,-0.041084975,-0.0030019283,false
Lake Winnipeg,#80a1b0,0.6894503,-0.028841436,-0.03130895,false
Lakefront,#8b9ca5,0.68227124,-0.014857352,-0.018169641,false
Lakelike,#306f73,0.5024701,-0.06016721,-0.023052603,false
Lakeshore,#5b96a2,0.6373,-0.05424902,-0.033919632,false
Lakeside,#adb8c0,0.7764634,-0.008585423,-0.014388442,false
Lakeside Mist,#d7eeef,0.9325557,-0.022813499,-0.008267283,false
Lakeside Pine,#566552,0.48827717,-0.026421577,0.022875875,false
Lakeville,#6c849b,0.6029023,-0.017173737,-0.041382015,false
Laksa,#e6bf95,0.8285783,0.02594179,0.06643093,true
Lāl Red,#d85525,0.61517835,0.1363049,0.110045224,false
Lama,#e0bb95,0.8150895,0.025427163,0.061167,true
Lamb Chop,#82502c,0.48068407,0.04831466,0.068817645,false
Lamb’s Ears,#c8ccbc,0.8376363,-0.010547161,0.01959151,false
Lamb’s Wool,#ffffe3,0.99272627,-0.01067102,0.034806013,true
Lambent Lagoon,#3b5b92,0.47330415,-0.015809506,-0.09586698,false
Lambskin,#ebdcca,0.9017421,0.008818239,0.027891576,false
Lamenters Yellow,#fffeb6,0.9811543,-0.026981533,0.086675465,false
Lamiaceae,#3afddb,0.8941396,-0.15477338,0.0069146752,false
Lamina,#bbd9bc,0.8553612,-0.042218,0.028469503,false
Laminated Wood,#948c7e,0.6430029,0.0032259524,0.022239149,false
Lamp Post,#4a4f55,0.42523846,-0.0034849197,-0.011345625,false
Lamplight,#ffd140,0.8770254,-0.0009926558,0.16067904,false
Lamplit,#e4af65,0.7875799,0.030114919,0.10650569,false
Lampoon,#805557,0.49708676,0.055216357,0.016132087,false
Lán Sè Blue,#4d4dff,0.54354554,0.017511517,-0.2536248,false
Land Ahoy!,#97ddd4,0.8486168,-0.070905864,-0.007279873,false
Land Before Time,#bfbead,0.79759485,-0.0057397187,0.022726834,false
Land Light,#dfcaaa,0.84826595,0.009865016,0.047864556,false
Land of Dreams,#edabe6,0.8216358,0.09401101,-0.053877115,true
Land of Trees,#e0d5b9,0.8745448,0.00061291456,0.039310932,false
Land Rush Bone,#c9bba1,0.7968275,0.004740149,0.038594306,false
Landing,#eee1d9,0.91789776,0.010539919,0.014487922,false
Landjäger,#af403c,0.52528185,0.13183728,0.06289634,true
Landmark,#746854,0.5228962,0.0055861175,0.033186704,false
Landmark Brown,#756657,0.5202093,0.011600941,0.02745223,false
Landscape,#c1cfa9,0.83379215,-0.029998332,0.044466197,false
Langdon Dove,#b5ab9a,0.74489266,0.0040943325,0.02612412,false
Langoustine,#dc5226,0.61778367,0.14462464,0.109918326,true
Langoustino,#ca6c56,0.6343443,0.1026673,0.06990421,false
Languid Blue,#a4b7bd,0.7667274,-0.01772201,-0.014187694,false
Languid Lavender,#d6cadd,0.85445416,0.019898504,-0.021093547,false
Lannister Red,#cd0101,0.5329845,0.1905856,0.106484085,false
Lantana,#d87273,0.6685211,0.11984131,0.044720262,false
Lantana Lime,#d7eccd,0.91929686,-0.03346014,0.032933414,false
Lantern Gold,#ffd97d,0.8986677,0.005114436,0.118872404,false
Lantern Light,#f6ebb9,0.93658227,-0.008107334,0.065136075,false
Lanyard,#c09972,0.7095811,0.028456211,0.064743996,false
Lap Dog,#a6927f,0.6725647,0.0149201155,0.033029974,false
Lap of Luxury,#515366,0.44774678,0.0055815727,-0.030603588,false
Lap Pool Blue,#98bbb7,0.7651817,-0.037797242,-0.0052203536,false
Lapis Blue,#00508d,0.42499673,-0.041027665,-0.11353016,false
Lapis Jewel,#165d95,0.4657625,-0.04266894,-0.10445809,false
Lapis Lazuli,#26619c,0.48421344,-0.03611338,-0.10696089,false
Lapis Lazuli Blue,#215f96,0.47411332,-0.038814574,-0.10164958,false
Lapis on Neptune,#1f22d2,0.41931784,-0.008425683,-0.25076884,true
Lapwing Grey Green,#7a7562,0.5613943,-0.002490893,0.028782666,false
Larb Gai,#dfc6aa,0.8403506,0.015907407,0.044385076,true
Larch Bolete,#ffaa77,0.81046045,0.07525909,0.09394878,false
Larchmere,#70baa7,0.7349367,-0.07940221,0.0059239864,false
Laredo Road,#c7994f,0.7113293,0.023210913,0.10448381,false
Large Wild Convolvulus,#e4e2d6,0.9110505,-0.0025392175,0.01601398,false
Largest Black Slug,#551f2f,0.32526714,0.081688315,0.0061654747,false
Larimar Blue,#1d78ab,0.5461777,-0.05758816,-0.09745309,false
Larimar Green,#93d3bc,0.8171014,-0.071905434,0.012594879,false
Lark,#b89b72,0.70557743,0.015919596,0.063590705,false
Lark Green,#8ac1a1,0.76370025,-0.06848866,0.02690345,false
Larkspur,#3c7d90,0.5548888,-0.055704772,-0.045973897,false
Larkspur Blue,#20aeb1,0.6835999,-0.10579839,-0.032672703,false
Larkspur Bouquet,#798bbd,0.6419048,-0.001527071,-0.07818669,false
Larkspur Bud,#b7c0ea,0.8148782,0.005769938,-0.059763968,false
Larkspur Violet,#928aae,0.6530164,0.022729367,-0.04861039,false
Las Palmas,#c6da36,0.84560484,-0.07970965,0.15943962,false
Laser,#c6a95e,0.74452734,0.002175957,0.10045287,false
Laser Lemon,#ffff66,0.972323,-0.05635202,0.1617884,true
Laser Trap,#ff3f6a,0.66579205,0.21956673,0.052761972,true
Last Light Blue,#475f94,0.4907816,-0.008207083,-0.08991966,false
Last of Lettuce,#aadd66,0.8369469,-0.09895226,0.123696804,true
Last of the Lilacs,#cbbbcd,0.810822,0.024160296,-0.018593252,true
Last Straw,#e3dbcd,0.8939619,0.002972871,0.020575523,true
Last Sunlight,#e5b73b,0.7999031,0.006326318,0.14442077,false
Last Warning,#d30f3f,0.5532919,0.2055971,0.06694168,true
Lasting Impression,#b36663,0.59635204,0.09183782,0.038712084,false
Lasting Lime,#88ff00,0.8939395,-0.1841456,0.18461043,true
Lasting Thoughts,#d4e6b1,0.89820224,-0.03958562,0.060746312,false
Late Afternoon,#f8ab33,0.7969867,0.0451217,0.14763615,false
Late Day Sun,#f2e08e,0.9033793,-0.013231963,0.10320401,false
Late Night Out,#3b2932,0.30561686,0.02983357,-0.006561175,false
Later Gator,#008a51,0.55700576,-0.123133,0.054293007,true
Latigo Bay,#3b9c98,0.6353609,-0.087896585,-0.017585874,false
Latin Charm,#292e44,0.30672413,0.0027846396,-0.040274635,false
Latte,#c5a582,0.7417394,0.02160871,0.05684352,true
Latte Froth,#f3f0e8,0.9552549,0.000053733587,0.011107266,false
Latteo,#e8e7e6,0.9284613,0.00065407157,0.0016027689,false
Lattice,#cecec6,0.84915704,-0.003122896,0.010456085,false
Lattice Green,#6f9843,0.6303351,-0.08038105,0.09364927,false
Lattice Work,#b9e1c2,0.87271047,-0.052534223,0.028195143,false
Laudable Lime,#8cbf6f,0.74962246,-0.08576554,0.085876346,false
Laughing Jack,#c9c3d2,0.826569,0.012113869,-0.017980099,false
Laughing Orange,#f49807,0.75676346,0.063809335,0.15287578,false
Launderette Blue,#c0e7eb,0.9014735,-0.03735423,-0.01670736,false
Laundry Blue,#a2adb3,0.74079823,-0.009463102,-0.011807263,false
Laundry White,#f6f7f1,0.9737223,-0.0032745302,0.00728029,false
Laura,#a6979a,0.69034976,0.018155575,0.0012341142,false
Laura Potato,#800008,0.37724605,0.13679183,0.0703972,false
Laurel,#6e8d71,0.6115553,-0.046022177,0.029375315,false
Laurel Garland,#68705c,0.5323722,-0.018383294,0.026037455,false
Laurel Green,#a9ba9d,0.7678056,-0.029978126,0.032927096,false
Laurel Grey,#aaaca2,0.7399033,-0.0062390864,0.012830555,false
Laurel Leaf,#969b8b,0.6807508,-0.012240529,0.02023977,false
Laurel Mist,#acb5a1,0.7603558,-0.0178321,0.023719132,false
Laurel Nut Brown,#55403e,0.39364523,0.026946604,0.012426972,false
Laurel Oak,#918c7e,0.6403326,-0.00022879243,0.021197349,false
Laurel Pink,#f7e1dc,0.9261729,0.02120173,0.013697386,false
Laurel Tree,#889779,0.65601027,-0.029456466,0.03601119,false
Laurel Woods,#44493d,0.39688402,-0.012108594,0.016800195,false
Laurel Wreath,#52a786,0.66581154,-0.094347745,0.023792982,false
Lauren’s Lace,#efeae7,0.94009787,0.0040296614,0.0054347515,false
Lauren’s Surprise,#d5e5e7,0.9105237,-0.015577078,-0.0075434446,false
Lauriston Stone,#868172,0.60325384,-0.0006752312,0.022868395,false
Lava,#cf1020,0.5422226,0.19254248,0.09413338,true
Lava Black,#352f36,0.3142822,0.01159814,-0.009256899,false
Lava Core,#764031,0.43442023,0.06388001,0.047091722,false
Lava Geyser,#dbd0ce,0.8658959,0.010889798,0.006256044,false
Lava Grey,#5e686d,0.5104809,-0.0095668435,-0.0110654235,false
Lava Lamp,#eb7135,0.683745,0.11981434,0.11687037,false
Lava Nectar,#e5530e,0.63213736,0.14810394,0.124263674,false
Lava Pit,#e46f34,0.67074674,0.11498836,0.11425784,true
Lava Rock,#535e64,0.47458482,-0.010444224,-0.013143599,true
Lava Stone,#3c4151,0.37716585,0.00069242716,-0.028207362,true
Lavenbrun,#af9894,0.6989309,0.02445978,0.013835847,false
Lavendaire,#8f818b,0.6189876,0.020354688,-0.009091735,false
Lavendar Wisp,#e9ebee,0.9393946,-0.0009261668,-0.0044826865,false
Lavender,#b56edc,0.6590302,0.115400195,-0.12652451,true
Lavender Ash,#9998a7,0.6853598,0.007059157,-0.020649493,true
Lavender Aura,#9f99aa,0.69349134,0.013391376,-0.02162528,false
Lavender Bikini,#e5d9da,0.89518005,0.012999922,0.0026624203,false
Lavender Blessing,#d3b8c5,0.8094824,0.034476995,-0.007806599,false
Lavender Bliss,#cec3dd,0.8342012,0.021457106,-0.0309906,true
Lavender Blossom,#b57edc,0.6844445,0.09316915,-0.111064196,false
Lavender Blossom Grey,#8c8da1,0.6492955,0.006798446,-0.028831303,false
Lavender Blue,#ccccff,0.86217993,0.018030196,-0.068112195,false
Lavender Blue Shadow,#8b88f8,0.67977554,0.034790814,-0.15812331,false
Lavender Blush,#fff0f5,0.96833485,0.017343014,-0.0014864206,false
Lavender Bonnet,#9994c0,0.6864578,0.021786928,-0.060524642,false
Lavender Bouquet,#c7c2d0,0.8223262,0.010682851,-0.017002046,false
Lavender Breeze,#e4e1e3,0.91265565,0.003873378,-0.0016156435,false
Lavender Candy,#fcb4d5,0.84662265,0.09158492,-0.015886486,true
Lavender Cloud,#b8abb1,0.75396395,0.016677469,-0.0036093593,false
Lavender Cream,#c79fef,0.7675685,0.07113445,-0.095434606,false
Lavender Crystal,#956d9a,0.5909178,0.06491068,-0.049369395,false
Lavender Dream,#b4aecc,0.76551795,0.01780352,-0.039003015,false
Lavender Dust,#c4c3d0,0.821934,0.0060352087,-0.017009616,false
Lavender Earl,#af92bd,0.7007422,0.048869878,-0.049466193,false
Lavender Elan,#9d9399,0.6737337,0.013736427,-0.004805684,false
Lavender Elegance,#786c75,0.54535747,0.01818502,-0.008678883,false
Lavender Essence,#dfdad9,0.8920249,0.0048507154,0.0029210448,false
Lavender Field Dreamer,#caadd8,0.7867495,0.04760948,-0.048085928,false
Lavender Fog,#c5b5cc,0.7936106,0.0261195,-0.025492668,false
Lavender Fragrance,#ddbbff,0.844183,0.060064614,-0.07929748,false
Lavender Frost,#bdabbe,0.7624076,0.027142704,-0.019505143,false
Lavender Grey,#bdbbd7,0.80262816,0.0126212835,-0.037162542,false
Lavender Haze,#d3d0dd,0.8638546,0.008073747,-0.016131282,false
Lavender Herb,#ad88a4,0.6705232,0.053708315,-0.025030196,false
Lavender Honor,#c0c2d2,0.817405,0.0039734542,-0.02207017,false
Lavender Illusion,#a99ba7,0.70526963,0.020453572,-0.011610389,false
Lavender Indigo,#9457eb,0.5996652,0.10259548,-0.18716869,false
Lavender Lace,#dfdde0,0.8999696,0.0032215416,-0.003243804,false
Lavender Lake,#a198a2,0.6904867,0.0140939355,-0.0107252,false
Lavender Leaf Green,#8c9180,0.6475596,-0.012834996,0.021836102,false
Lavender Lily,#a5969c,0.6880079,0.019371629,-0.0029248,false
Lavender Lustre,#8c9cc1,0.69333553,-0.0034174025,-0.05748117,false
Lavender Magenta,#ee82ed,0.7614537,0.15628794,-0.099413335,false
Lavender Mauve,#687698,0.5673909,-0.0026851296,-0.055356055,false
Lavender Memory,#d3d3e2,0.8713666,0.005645007,-0.019729912,false
Lavender Mist,#e5e5fa,0.92818886,0.0077269375,-0.027242541,false
Lavender Moor,#67636e,0.5071657,0.009518996,-0.01508072,false
Lavender Mosaic,#857e86,0.60185874,0.01143381,-0.008956373,false
Lavender Oil,#c0c0ca,0.8108186,0.0038544238,-0.013366401,false
Lavender Pearl,#ede5e8,0.9290293,0.009434581,-0.0012632608,false
Lavender Perceptions,#cb82e3,0.7174116,0.114663124,-0.105356455,false
Lavender Phlox,#a6badf,0.7862675,-0.0072877407,-0.056870103,false
Lavender Pillow,#c5b9d3,0.8038031,0.02273205,-0.0309335,false
Lavender Pizzazz,#e9e2e5,0.91913676,0.008413672,-0.0015962124,false
Lavender Princess,#e9d2ef,0.8913875,0.03501591,-0.030207515,false
Lavender Purple,#967bb6,0.6304332,0.052325934,-0.0750491,false
Lavender Quartz,#bd88ab,0.68952096,0.0747568,-0.02758205,false
Lavender Rose,#fba0e3,0.8171577,0.12505534,-0.05284971,false
Lavender Sachet,#bec2da,0.8184944,0.004783094,-0.03354001,false
Lavender Savor,#eeddff,0.921519,0.030067116,-0.03866148,false
Lavender Scent,#bfacb1,0.7621062,0.022939503,-0.000059127808,false
Lavender Sky,#dbd7f2,0.8905943,0.014105648,-0.03416711,false
Lavender Soap,#f1bfe2,0.8592547,0.06724438,-0.028006375,false
Lavender Sparkle,#cfcedc,0.8564163,0.0063497424,-0.018159032,false
Lavender Spectacle,#9392ad,0.66999054,0.011570007,-0.037902355,false
Lavender Steel,#c6cbdb,0.8431135,0.00080415606,-0.022868752,false
Lavender Suede,#b4a5a0,0.7332981,0.014659375,0.012026727,false
Lavender Sweater,#bd83be,0.6878359,0.08842096,-0.05943942,false
Lavender Syrup,#e6e6f1,0.9281467,0.004103631,-0.014209092,false
Lavender Tea,#d783ff,0.74555856,0.13141406,-0.13654286,false
Lavender Tonic,#ccbbff,0.8297621,0.041468084,-0.0860948,false
Lavender Vapor,#c8c1c9,0.8189744,0.0105832815,-0.008297026,false
Lavender Veil,#d9bbd3,0.82495433,0.04166192,-0.021389842,false
Lavender Violet,#767ba5,0.5947954,0.01003772,-0.0635263,false
Lavender Vista,#e3d7e5,0.89287126,0.017866433,-0.014285862,false
Lavender Wash,#aab0d4,0.76455843,0.006923169,-0.05144328,false
Lavender Water,#d2c9df,0.8498715,0.017790943,-0.026174128,false
Lavendless,#b86fc2,0.6509449,0.11361885,-0.086898565,true
Lavendula,#bca4cb,0.75236624,0.041080236,-0.045013547,false
Lavish Gold,#a38154,0.6252327,0.02102463,0.071219265,false
Lavish Lavender,#c2aec3,0.77432775,0.030004948,-0.021422088,false
Lavish Lemon,#f9efca,0.9506283,-0.00397861,0.049205303,false
Lavish Lime,#b0c175,0.7802053,-0.04946652,0.0888322,false
Lavish Spending,#8469bc,0.5828458,0.057925522,-0.112063855,true
Lawn Green,#4da409,0.63907397,-0.13781387,0.13019788,true
Lawn Party,#5eb56a,0.6998708,-0.11497864,0.07488006,false
Layers of Ocean,#5c7186,0.53960305,-0.015108377,-0.03855145,false
Laylock,#ab9ba5,0.7064123,0.02194646,-0.008075535,false
Lazurite Blue,#174c60,0.39153248,-0.04340832,-0.046893686,false
Lazy Afternoon,#97928b,0.6621447,0.0027398765,0.011466503,false
Lazy Caterpillar,#e2e5c7,0.9117151,-0.014831752,0.037035346,false
Lazy Daisy,#f6eba1,0.931998,-0.017582744,0.09235358,true
Lazy Day,#95aed1,0.74406034,-0.013199896,-0.056379557,false
Lazy Grey,#bec1c3,0.8091477,-0.0024123788,-0.0036461353,false
Lazy Lavender,#a3a0b3,0.71437436,0.010716498,-0.025322556,false
Lazy Lichen,#6e6e5c,0.53292835,-0.00807099,0.025933534,false
Lazy Lizard,#9c9c4b,0.67535216,-0.03373666,0.098576635,true
Lazy Shell Red,#cc0011,0.53140604,0.19228771,0.100415766,false
Lazy Summer Day,#fef3c3,0.9610411,-0.007260293,0.0624758,false
Lazy Sunday,#cad3e7,0.8661146,-0.0018721223,-0.029306293,false
Le Bon Dijon,#e4cb6b,0.8436559,-0.010556132,0.11923891,true
Le Corbusier Crush,#bf4e46,0.5708171,0.13147542,0.06636757,false
Le Grand Bleu,#244e94,0.43368173,-0.021537274,-0.12264022,true
Le Luxe,#5e6869,0.5090849,-0.011311278,-0.0050425828,false
Le Max,#85b2a1,0.72625965,-0.05326593,0.009830415,false
Lead,#212121,0.24775869,-7.450581e-9,1.4901161e-8,true
Lead Cast,#6c809c,0.59430593,-0.011166155,-0.047709316,false
Lead Glass,#fffae5,0.98341125,-0.0028687418,0.02783066,false
Lead Grey,#8a7963,0.5857382,0.01054807,0.03695646,false
Lead Ore,#99aabb,0.7303395,-0.0115638375,-0.028991222,false
Leadbelcher,#cacacb,0.83930516,0.00038734078,-0.0013182759,false
Leadbelcher Metal,#888d8f,0.63988197,-0.004793048,-0.0045487285,false
